ID,Date,History,Datetime,category,Frequency,Horizon,SP
W41,1623,3500.00,2/2/2031,Macro,1,13,Weekly
W42,1623,3560.00,2/2/2031,Macro,1,13,Weekly
W43,1623,3530.00,2/2/2031,Macro,1,13,Weekly
W45,1623,1956.82,2/2/2031,Macro,1,13,Weekly
W47,1623,1952.63,2/2/2031,Macro,1,13,Weekly
W48,1623,1962.17,2/2/2031,Macro,1,13,Weekly
W39,1623,3314.00,2/2/2031,Macro,1,13,Weekly
W40,1623,3312.50,2/2/2031,Macro,1,13,Weekly
W44,1623,3311.00,2/2/2031,Macro,1,13,Weekly
W1,1624,4859.45,2/9/2031,Other,1,13,Weekly
W4,1624,3283.54,2/9/2031,Other,1,13,Weekly
W2,1624,485.12,2/9/2031,Other,1,13,Weekly
W3,1624,2955.20,2/9/2031,Other,1,13,Weekly
W5,1624,2731.00,2/9/2031,Other,1,13,Weekly
W7,1624,4462.00,2/9/2031,Other,1,13,Weekly
W9,1624,9552.00,2/9/2031,Other,1,13,Weekly
W32,1624,6990.00,2/9/2031,Macro,1,13,Weekly
W33,1624,2286.60,2/9/2031,Macro,1,13,Weekly
W35,1624,1633.00,2/9/2031,Macro,1,13,Weekly
W22,1624,5520.00,2/9/2031,Macro,1,13,Weekly
W8,1624,3470.00,2/9/2031,Other,1,13,Weekly
W34,1624,1374.00,2/9/2031,Macro,1,13,Weekly
W6,1624,861.00,2/9/2031,Other,1,13,Weekly
W19,1624,4766.00,2/9/2031,Macro,1,13,Weekly
W20,1624,3499.00,2/9/2031,Macro,1,13,Weekly
W21,1624,3129.00,2/9/2031,Macro,1,13,Weekly
W23,1624,677.50,2/9/2031,Macro,1,13,Weekly
W24,1624,5259.00,2/9/2031,Macro,1,13,Weekly
W25,1624,2173.00,2/9/2031,Macro,1,13,Weekly
W26,1624,3778.00,2/9/2031,Macro,1,13,Weekly
W27,1624,1798.00,2/9/2031,Macro,1,13,Weekly
W28,1624,4307.00,2/9/2031,Macro,1,13,Weekly
W29,1624,1699.00,2/9/2031,Macro,1,13,Weekly
W30,1624,3609.00,2/9/2031,Macro,1,13,Weekly
W31,1624,796.00,2/9/2031,Macro,1,13,Weekly
W49,1624,1987.09,2/9/2031,Macro,1,13,Weekly
W50,1624,1991.24,2/9/2031,Macro,1,13,Weekly
W46,1624,2148.50,2/9/2031,Macro,1,13,Weekly
W41,1624,3558.00,2/9/2031,Macro,1,13,Weekly
W42,1624,3653.00,2/9/2031,Macro,1,13,Weekly
W43,1624,3605.50,2/9/2031,Macro,1,13,Weekly
W45,1624,1935.69,2/9/2031,Macro,1,13,Weekly
W47,1624,1933.23,2/9/2031,Macro,1,13,Weekly
W48,1624,1958.41,2/9/2031,Macro,1,13,Weekly
W39,1624,3315.00,2/9/2031,Macro,1,13,Weekly
W40,1624,3313.50,2/9/2031,Macro,1,13,Weekly
W44,1624,3312.00,2/9/2031,Macro,1,13,Weekly
W1,1625,4898.59,2/16/2031,Other,1,13,Weekly
W4,1625,3133.67,2/16/2031,Other,1,13,Weekly
W2,1625,488.57,2/16/2031,Other,1,13,Weekly
W3,1625,3000.40,2/16/2031,Other,1,13,Weekly
W5,1625,2653.00,2/16/2031,Other,1,13,Weekly
W7,1625,4257.00,2/16/2031,Other,1,13,Weekly
W9,1625,9499.00,2/16/2031,Other,1,13,Weekly
W32,1625,6545.00,2/16/2031,Macro,1,13,Weekly
W33,1625,2167.60,2/16/2031,Macro,1,13,Weekly
W35,1625,1460.00,2/16/2031,Macro,1,13,Weekly
W22,1625,5350.00,2/16/2031,Macro,1,13,Weekly
W8,1625,5200.00,2/16/2031,Other,1,13,Weekly
W34,1625,1109.00,2/16/2031,Macro,1,13,Weekly
W6,1625,535.00,2/16/2031,Other,1,13,Weekly
W19,1625,4572.00,2/16/2031,Macro,1,13,Weekly
W20,1625,3182.00,2/16/2031,Macro,1,13,Weekly
W21,1625,2417.00,2/16/2031,Macro,1,13,Weekly
W23,1625,786.00,2/16/2031,Macro,1,13,Weekly
W24,1625,6619.00,2/16/2031,Macro,1,13,Weekly
W25,1625,2093.00,2/16/2031,Macro,1,13,Weekly
W26,1625,3918.00,2/16/2031,Macro,1,13,Weekly
W27,1625,1729.00,2/16/2031,Macro,1,13,Weekly
W28,1625,3527.00,2/16/2031,Macro,1,13,Weekly
W29,1625,1436.00,2/16/2031,Macro,1,13,Weekly
W30,1625,3689.00,2/16/2031,Macro,1,13,Weekly
W31,1625,1021.00,2/16/2031,Macro,1,13,Weekly
W49,1625,2019.30,2/16/2031,Macro,1,13,Weekly
W50,1625,2021.53,2/16/2031,Macro,1,13,Weekly
W46,1625,2137.70,2/16/2031,Macro,1,13,Weekly
W41,1625,3530.00,2/16/2031,Macro,1,13,Weekly
W42,1625,3597.00,2/16/2031,Macro,1,13,Weekly
W43,1625,3563.50,2/16/2031,Macro,1,13,Weekly
W45,1625,1977.06,2/16/2031,Macro,1,13,Weekly
W47,1625,1975.08,2/16/2031,Macro,1,13,Weekly
W48,1625,1946.27,2/16/2031,Macro,1,13,Weekly
W39,1625,3316.00,2/16/2031,Macro,1,13,Weekly
W40,1625,3314.50,2/16/2031,Macro,1,13,Weekly
W44,1625,3313.00,2/16/2031,Macro,1,13,Weekly
W1,1626,4898.59,2/23/2031,Other,1,13,Weekly
W4,1626,3134.80,2/23/2031,Other,1,13,Weekly
W2,1626,490.71,2/23/2031,Other,1,13,Weekly
W3,1626,3002.80,2/23/2031,Other,1,13,Weekly
W5,1626,3107.00,2/23/2031,Other,1,13,Weekly
W7,1626,4881.00,2/23/2031,Other,1,13,Weekly
W9,1626,8736.00,2/23/2031,Other,1,13,Weekly
W32,1626,5896.00,2/23/2031,Macro,1,13,Weekly
W33,1626,2114.00,2/23/2031,Macro,1,13,Weekly
W35,1626,1393.00,2/23/2031,Macro,1,13,Weekly
W22,1626,4820.00,2/23/2031,Macro,1,13,Weekly
W8,1626,3400.00,2/23/2031,Other,1,13,Weekly
W34,1626,974.00,2/23/2031,Macro,1,13,Weekly
W6,1626,494.00,2/23/2031,Other,1,13,Weekly
W19,1626,4094.00,2/23/2031,Macro,1,13,Weekly
W20,1626,3284.00,2/23/2031,Macro,1,13,Weekly
W21,1626,3102.00,2/23/2031,Macro,1,13,Weekly
W23,1626,694.40,2/23/2031,Macro,1,13,Weekly
W24,1626,4733.00,2/23/2031,Macro,1,13,Weekly
W25,1626,2392.00,2/23/2031,Macro,1,13,Weekly
W26,1626,4230.00,2/23/2031,Macro,1,13,Weekly
W27,1626,2932.00,2/23/2031,Macro,1,13,Weekly
W28,1626,3677.00,2/23/2031,Macro,1,13,Weekly
W29,1626,1430.00,2/23/2031,Macro,1,13,Weekly
W30,1626,3520.00,2/23/2031,Macro,1,13,Weekly
W31,1626,1307.00,2/23/2031,Macro,1,13,Weekly
W49,1626,2008.87,2/23/2031,Macro,1,13,Weekly
W50,1626,2012.89,2/23/2031,Macro,1,13,Weekly
W46,1626,2130.30,2/23/2031,Macro,1,13,Weekly
W41,1626,3447.00,2/23/2031,Macro,1,13,Weekly
W42,1626,3510.00,2/23/2031,Macro,1,13,Weekly
W43,1626,3478.50,2/23/2031,Macro,1,13,Weekly
W45,1626,1978.16,2/23/2031,Macro,1,13,Weekly
W47,1626,1976.87,2/23/2031,Macro,1,13,Weekly
W48,1626,1918.85,2/23/2031,Macro,1,13,Weekly
W39,1626,3319.00,2/23/2031,Macro,1,13,Weekly
W40,1626,3316.50,2/23/2031,Macro,1,13,Weekly
W44,1626,3314.00,2/23/2031,Macro,1,13,Weekly
W1,1627,4907.78,3/2/2031,Other,1,13,Weekly
W4,1627,3055.42,3/2/2031,Other,1,13,Weekly
W2,1627,489.75,3/2/2031,Other,1,13,Weekly
W3,1627,2998.90,3/2/2031,Other,1,13,Weekly
W5,1627,2829.00,3/2/2031,Other,1,13,Weekly
W7,1627,3872.00,3/2/2031,Other,1,13,Weekly
W9,1627,8780.00,3/2/2031,Other,1,13,Weekly
W32,1627,7581.00,3/2/2031,Macro,1,13,Weekly
W33,1627,1772.40,3/2/2031,Macro,1,13,Weekly
W35,1627,1212.00,3/2/2031,Macro,1,13,Weekly
W22,1627,5340.00,3/2/2031,Macro,1,13,Weekly
W8,1627,2820.00,3/2/2031,Other,1,13,Weekly
W34,1627,856.00,3/2/2031,Macro,1,13,Weekly
W6,1627,474.00,3/2/2031,Other,1,13,Weekly
W19,1627,4924.00,3/2/2031,Macro,1,13,Weekly
W20,1627,2884.00,3/2/2031,Macro,1,13,Weekly
W21,1627,2891.00,3/2/2031,Macro,1,13,Weekly
W23,1627,681.90,3/2/2031,Macro,1,13,Weekly
W24,1627,5127.00,3/2/2031,Macro,1,13,Weekly
W25,1627,1635.00,3/2/2031,Macro,1,13,Weekly
W26,1627,3791.00,3/2/2031,Macro,1,13,Weekly
W27,1627,2979.00,3/2/2031,Macro,1,13,Weekly
W28,1627,4284.00,3/2/2031,Macro,1,13,Weekly
W29,1627,1240.00,3/2/2031,Macro,1,13,Weekly
W30,1627,3280.00,3/2/2031,Macro,1,13,Weekly
W31,1627,954.00,3/2/2031,Macro,1,13,Weekly
W49,1627,2001.99,3/2/2031,Macro,1,13,Weekly
W50,1627,2004.28,3/2/2031,Macro,1,13,Weekly
W46,1627,2104.41,3/2/2031,Macro,1,13,Weekly
W41,1627,3415.00,3/2/2031,Macro,1,13,Weekly
W42,1627,3480.00,3/2/2031,Macro,1,13,Weekly
W43,1627,3447.50,3/2/2031,Macro,1,13,Weekly
W45,1627,1996.55,3/2/2031,Macro,1,13,Weekly
W47,1627,1993.17,3/2/2031,Macro,1,13,Weekly
W48,1627,1923.77,3/2/2031,Macro,1,13,Weekly
W39,1627,3320.00,3/2/2031,Macro,1,13,Weekly
W40,1627,3317.50,3/2/2031,Macro,1,13,Weekly
W44,1627,3315.00,3/2/2031,Macro,1,13,Weekly
W1,1628,4907.78,3/9/2031,Other,1,13,Weekly
W4,1628,2983.02,3/9/2031,Other,1,13,Weekly
W2,1628,491.33,3/9/2031,Other,1,13,Weekly
W3,1628,3006.80,3/9/2031,Other,1,13,Weekly
W5,1628,2607.00,3/9/2031,Other,1,13,Weekly
W7,1628,3808.00,3/9/2031,Other,1,13,Weekly
W9,1628,9623.00,3/9/2031,Other,1,13,Weekly
W32,1628,8052.00,3/9/2031,Macro,1,13,Weekly
W33,1628,1770.60,3/9/2031,Macro,1,13,Weekly
W35,1628,1083.00,3/9/2031,Macro,1,13,Weekly
W22,1628,4290.00,3/9/2031,Macro,1,13,Weekly
W8,1628,2820.00,3/9/2031,Other,1,13,Weekly
W34,1628,924.00,3/9/2031,Macro,1,13,Weekly
W6,1628,451.00,3/9/2031,Other,1,13,Weekly
W19,1628,4539.00,3/9/2031,Macro,1,13,Weekly
W20,1628,2753.00,3/9/2031,Macro,1,13,Weekly
W21,1628,2355.00,3/9/2031,Macro,1,13,Weekly
W23,1628,651.60,3/9/2031,Macro,1,13,Weekly
W24,1628,5705.00,3/9/2031,Macro,1,13,Weekly
W25,1628,1688.00,3/9/2031,Macro,1,13,Weekly
W26,1628,3337.00,3/9/2031,Macro,1,13,Weekly
W27,1628,2258.00,3/9/2031,Macro,1,13,Weekly
W28,1628,3087.00,3/9/2031,Macro,1,13,Weekly
W29,1628,1414.00,3/9/2031,Macro,1,13,Weekly
W30,1628,3059.00,3/9/2031,Macro,1,13,Weekly
W31,1628,730.00,3/9/2031,Macro,1,13,Weekly
W49,1628,2065.00,3/9/2031,Macro,1,13,Weekly
W50,1628,2071.00,3/9/2031,Macro,1,13,Weekly
W46,1628,2073.05,3/9/2031,Macro,1,13,Weekly
W41,1628,3383.00,3/9/2031,Macro,1,13,Weekly
W42,1628,3463.00,3/9/2031,Macro,1,13,Weekly
W43,1628,3423.00,3/9/2031,Macro,1,13,Weekly
W45,1628,2018.99,3/9/2031,Macro,1,13,Weekly
W47,1628,2015.55,3/9/2031,Macro,1,13,Weekly
W48,1628,1918.63,3/9/2031,Macro,1,13,Weekly
W39,1628,3320.00,3/9/2031,Macro,1,13,Weekly
W40,1628,3317.00,3/9/2031,Macro,1,13,Weekly
W44,1628,3314.00,3/9/2031,Macro,1,13,Weekly
W1,1629,4906.93,3/16/2031,Other,1,13,Weekly
W4,1629,2936.92,3/16/2031,Other,1,13,Weekly
W2,1629,490.99,3/16/2031,Other,1,13,Weekly
W3,1629,3050.90,3/16/2031,Other,1,13,Weekly
W5,1629,2885.00,3/16/2031,Other,1,13,Weekly
W7,1629,3332.00,3/16/2031,Other,1,13,Weekly
W9,1629,11260.00,3/16/2031,Other,1,13,Weekly
W32,1629,7254.00,3/16/2031,Macro,1,13,Weekly
W33,1629,2258.40,3/16/2031,Macro,1,13,Weekly
W35,1629,1829.00,3/16/2031,Macro,1,13,Weekly
W22,1629,4190.00,3/16/2031,Macro,1,13,Weekly
W8,1629,4170.00,3/16/2031,Other,1,13,Weekly
W34,1629,1234.00,3/16/2031,Macro,1,13,Weekly
W6,1629,951.00,3/16/2031,Other,1,13,Weekly
W19,1629,4772.00,3/16/2031,Macro,1,13,Weekly
W20,1629,2535.00,3/16/2031,Macro,1,13,Weekly
W21,1629,3600.00,3/16/2031,Macro,1,13,Weekly
W23,1629,773.50,3/16/2031,Macro,1,13,Weekly
W24,1629,5548.00,3/16/2031,Macro,1,13,Weekly
W25,1629,1853.00,3/16/2031,Macro,1,13,Weekly
W26,1629,3286.00,3/16/2031,Macro,1,13,Weekly
W27,1629,1755.00,3/16/2031,Macro,1,13,Weekly
W28,1629,3210.00,3/16/2031,Macro,1,13,Weekly
W29,1629,1614.00,3/16/2031,Macro,1,13,Weekly
W30,1629,3000.00,3/16/2031,Macro,1,13,Weekly
W31,1629,1368.00,3/16/2031,Macro,1,13,Weekly
W49,1629,2065.00,3/16/2031,Macro,1,13,Weekly
W50,1629,2069.00,3/16/2031,Macro,1,13,Weekly
W46,1629,2041.34,3/16/2031,Macro,1,13,Weekly
W41,1629,3323.00,3/16/2031,Macro,1,13,Weekly
W42,1629,3392.00,3/16/2031,Macro,1,13,Weekly
W43,1629,3357.50,3/16/2031,Macro,1,13,Weekly
W45,1629,1994.34,3/16/2031,Macro,1,13,Weekly
W47,1629,1992.03,3/16/2031,Macro,1,13,Weekly
W48,1629,1906.91,3/16/2031,Macro,1,13,Weekly
W39,1629,3320.00,3/16/2031,Macro,1,13,Weekly
W40,1629,3318.00,3/16/2031,Macro,1,13,Weekly
W44,1629,3316.00,3/16/2031,Macro,1,13,Weekly
W1,1630,4906.93,3/23/2031,Other,1,13,Weekly
W4,1630,2728.08,3/23/2031,Other,1,13,Weekly
W2,1630,490.36,3/23/2031,Other,1,13,Weekly
W3,1630,3049.90,3/23/2031,Other,1,13,Weekly
W5,1630,2764.00,3/23/2031,Other,1,13,Weekly
W7,1630,6848.00,3/23/2031,Other,1,13,Weekly
W9,1630,9522.00,3/23/2031,Other,1,13,Weekly
W32,1630,6238.00,3/23/2031,Macro,1,13,Weekly
W33,1630,1988.20,3/23/2031,Macro,1,13,Weekly
W35,1630,1210.00,3/23/2031,Macro,1,13,Weekly
W22,1630,4560.00,3/23/2031,Macro,1,13,Weekly
W8,1630,2420.00,3/23/2031,Other,1,13,Weekly
W34,1630,1318.00,3/23/2031,Macro,1,13,Weekly
W6,1630,663.00,3/23/2031,Other,1,13,Weekly
W19,1630,7022.00,3/23/2031,Macro,1,13,Weekly
W20,1630,4032.00,3/23/2031,Macro,1,13,Weekly
W21,1630,2319.00,3/23/2031,Macro,1,13,Weekly
W23,1630,817.30,3/23/2031,Macro,1,13,Weekly
W24,1630,5151.00,3/23/2031,Macro,1,13,Weekly
W25,1630,2471.00,3/23/2031,Macro,1,13,Weekly
W26,1630,4034.00,3/23/2031,Macro,1,13,Weekly
W27,1630,1944.00,3/23/2031,Macro,1,13,Weekly
W28,1630,3543.00,3/23/2031,Macro,1,13,Weekly
W29,1630,1403.00,3/23/2031,Macro,1,13,Weekly
W30,1630,3618.00,3/23/2031,Macro,1,13,Weekly
W31,1630,904.00,3/23/2031,Macro,1,13,Weekly
W49,1630,2082.33,3/23/2031,Macro,1,13,Weekly
W50,1630,2084.51,3/23/2031,Macro,1,13,Weekly
W46,1630,2040.18,3/23/2031,Macro,1,13,Weekly
W41,1630,3300.00,3/23/2031,Macro,1,13,Weekly
W42,1630,3385.00,3/23/2031,Macro,1,13,Weekly
W43,1630,3342.50,3/23/2031,Macro,1,13,Weekly
W45,1630,1977.27,3/23/2031,Macro,1,13,Weekly
W47,1630,1974.32,3/23/2031,Macro,1,13,Weekly
W48,1630,1874.14,3/23/2031,Macro,1,13,Weekly
W39,1630,3320.00,3/23/2031,Macro,1,13,Weekly
W40,1630,3317.50,3/23/2031,Macro,1,13,Weekly
W44,1630,3315.00,3/23/2031,Macro,1,13,Weekly
W1,1631,4921.57,3/30/2031,Other,1,13,Weekly
W4,1631,2884.84,3/30/2031,Other,1,13,Weekly
W2,1631,492.44,3/30/2031,Other,1,13,Weekly
W3,1631,3037.00,3/30/2031,Other,1,13,Weekly
W5,1631,2920.00,3/30/2031,Other,1,13,Weekly
W7,1631,4579.00,3/30/2031,Other,1,13,Weekly
W9,1631,8603.00,3/30/2031,Other,1,13,Weekly
W32,1631,6183.00,3/30/2031,Macro,1,13,Weekly
W33,1631,1750.30,3/30/2031,Macro,1,13,Weekly
W35,1631,1308.00,3/30/2031,Macro,1,13,Weekly
W22,1631,4120.00,3/30/2031,Macro,1,13,Weekly
W8,1631,2200.00,3/30/2031,Other,1,13,Weekly
W34,1631,1130.00,3/30/2031,Macro,1,13,Weekly
W6,1631,552.00,3/30/2031,Other,1,13,Weekly
W19,1631,4377.00,3/30/2031,Macro,1,13,Weekly
W20,1631,3586.00,3/30/2031,Macro,1,13,Weekly
W21,1631,2362.00,3/30/2031,Macro,1,13,Weekly
W23,1631,743.70,3/30/2031,Macro,1,13,Weekly
W24,1631,5660.00,3/30/2031,Macro,1,13,Weekly
W25,1631,1936.00,3/30/2031,Macro,1,13,Weekly
W26,1631,3407.00,3/30/2031,Macro,1,13,Weekly
W27,1631,1414.00,3/30/2031,Macro,1,13,Weekly
W28,1631,5202.00,3/30/2031,Macro,1,13,Weekly
W29,1631,1171.00,3/30/2031,Macro,1,13,Weekly
W30,1631,3170.00,3/30/2031,Macro,1,13,Weekly
W31,1631,704.00,3/30/2031,Macro,1,13,Weekly
W49,1631,2050.02,3/30/2031,Macro,1,13,Weekly
W50,1631,2052.35,3/30/2031,Macro,1,13,Weekly
W46,1631,2005.24,3/30/2031,Macro,1,13,Weekly
W41,1631,3298.00,3/30/2031,Macro,1,13,Weekly
W42,1631,3352.00,3/30/2031,Macro,1,13,Weekly
W43,1631,3325.00,3/30/2031,Macro,1,13,Weekly
W45,1631,1948.21,3/30/2031,Macro,1,13,Weekly
W47,1631,1943.79,3/30/2031,Macro,1,13,Weekly
W48,1631,1884.65,3/30/2031,Macro,1,13,Weekly
W39,1631,3322.00,3/30/2031,Macro,1,13,Weekly
W40,1631,3319.00,3/30/2031,Macro,1,13,Weekly
W44,1631,3316.00,3/30/2031,Macro,1,13,Weekly
W1,1632,4921.57,4/6/2031,Other,1,13,Weekly
W4,1632,2940.14,4/6/2031,Other,1,13,Weekly
W2,1632,491.78,4/6/2031,Other,1,13,Weekly
W3,1632,3029.20,4/6/2031,Other,1,13,Weekly
W5,1632,1984.00,4/6/2031,Other,1,13,Weekly
W7,1632,4214.00,4/6/2031,Other,1,13,Weekly
W9,1632,7914.00,4/6/2031,Other,1,13,Weekly
W32,1632,6138.00,4/6/2031,Macro,1,13,Weekly
W33,1632,1739.30,4/6/2031,Macro,1,13,Weekly
W35,1632,1261.00,4/6/2031,Macro,1,13,Weekly
W22,1632,4190.00,4/6/2031,Macro,1,13,Weekly
W8,1632,2000.00,4/6/2031,Other,1,13,Weekly
W34,1632,1039.00,4/6/2031,Macro,1,13,Weekly
W6,1632,538.00,4/6/2031,Other,1,13,Weekly
W19,1632,4794.00,4/6/2031,Macro,1,13,Weekly
W20,1632,2174.00,4/6/2031,Macro,1,13,Weekly
W21,1632,2169.00,4/6/2031,Macro,1,13,Weekly
W23,1632,701.90,4/6/2031,Macro,1,13,Weekly
W24,1632,5203.00,4/6/2031,Macro,1,13,Weekly
W25,1632,1541.00,4/6/2031,Macro,1,13,Weekly
W26,1632,3234.00,4/6/2031,Macro,1,13,Weekly
W27,1632,1498.00,4/6/2031,Macro,1,13,Weekly
W28,1632,3640.00,4/6/2031,Macro,1,13,Weekly
W29,1632,1005.00,4/6/2031,Macro,1,13,Weekly
W30,1632,2864.00,4/6/2031,Macro,1,13,Weekly
W31,1632,765.00,4/6/2031,Macro,1,13,Weekly
W49,1632,2077.88,4/6/2031,Macro,1,13,Weekly
W50,1632,2082.80,4/6/2031,Macro,1,13,Weekly
W46,1632,1946.39,4/6/2031,Macro,1,13,Weekly
W41,1632,3325.00,4/6/2031,Macro,1,13,Weekly
W42,1632,3372.00,4/6/2031,Macro,1,13,Weekly
W43,1632,3348.50,4/6/2031,Macro,1,13,Weekly
W45,1632,1966.96,4/6/2031,Macro,1,13,Weekly
W47,1632,1963.92,4/6/2031,Macro,1,13,Weekly
W48,1632,1867.82,4/6/2031,Macro,1,13,Weekly
W39,1632,3382.00,4/6/2031,Macro,1,13,Weekly
W40,1632,3349.50,4/6/2031,Macro,1,13,Weekly
W44,1632,3317.00,4/6/2031,Macro,1,13,Weekly
W1,1633,4958.24,4/13/2031,Other,1,13,Weekly
W4,1633,2880.59,4/13/2031,Other,1,13,Weekly
W2,1633,494.35,4/13/2031,Other,1,13,Weekly
W3,1633,3083.80,4/13/2031,Other,1,13,Weekly
W5,1633,2349.00,4/13/2031,Other,1,13,Weekly
W7,1633,3415.00,4/13/2031,Other,1,13,Weekly
W9,1633,8026.00,4/13/2031,Other,1,13,Weekly
W32,1633,6212.00,4/13/2031,Macro,1,13,Weekly
W33,1633,1895.80,4/13/2031,Macro,1,13,Weekly
W35,1633,1411.00,4/13/2031,Macro,1,13,Weekly
W22,1633,4110.00,4/13/2031,Macro,1,13,Weekly
W8,1633,2730.00,4/13/2031,Other,1,13,Weekly
W34,1633,1050.00,4/13/2031,Macro,1,13,Weekly
W6,1633,730.00,4/13/2031,Other,1,13,Weekly
W19,1633,3851.00,4/13/2031,Macro,1,13,Weekly
W20,1633,2562.00,4/13/2031,Macro,1,13,Weekly
W21,1633,2893.00,4/13/2031,Macro,1,13,Weekly
W23,1633,722.40,4/13/2031,Macro,1,13,Weekly
W24,1633,5327.00,4/13/2031,Macro,1,13,Weekly
W25,1633,1605.00,4/13/2031,Macro,1,13,Weekly
W26,1633,3302.00,4/13/2031,Macro,1,13,Weekly
W27,1633,2611.00,4/13/2031,Macro,1,13,Weekly
W28,1633,4295.00,4/13/2031,Macro,1,13,Weekly
W29,1633,1066.00,4/13/2031,Macro,1,13,Weekly
W30,1633,2834.00,4/13/2031,Macro,1,13,Weekly
W31,1633,1557.00,4/13/2031,Macro,1,13,Weekly
W49,1633,2146.16,4/13/2031,Macro,1,13,Weekly
W50,1633,2150.83,4/13/2031,Macro,1,13,Weekly
W46,1633,1942.15,4/13/2031,Macro,1,13,Weekly
W41,1633,3350.00,4/13/2031,Macro,1,13,Weekly
W42,1633,3410.00,4/13/2031,Macro,1,13,Weekly
W43,1633,3380.00,4/13/2031,Macro,1,13,Weekly
W45,1633,1963.13,4/13/2031,Macro,1,13,Weekly
W47,1633,1961.20,4/13/2031,Macro,1,13,Weekly
W48,1633,1911.33,4/13/2031,Macro,1,13,Weekly
W39,1633,3351.00,4/13/2031,Macro,1,13,Weekly
W40,1633,3324.50,4/13/2031,Macro,1,13,Weekly
W44,1633,3298.00,4/13/2031,Macro,1,13,Weekly
W1,1634,4958.24,4/20/2031,Other,1,13,Weekly
W4,1634,2782.20,4/20/2031,Other,1,13,Weekly
W2,1634,497.04,4/20/2031,Other,1,13,Weekly
W3,1634,3103.60,4/20/2031,Other,1,13,Weekly
W5,1634,2480.00,4/20/2031,Other,1,13,Weekly
W7,1634,4224.00,4/20/2031,Other,1,13,Weekly
W9,1634,8489.00,4/20/2031,Other,1,13,Weekly
W32,1634,6529.00,4/20/2031,Macro,1,13,Weekly
W33,1634,1872.00,4/20/2031,Macro,1,13,Weekly
W35,1634,1064.00,4/20/2031,Macro,1,13,Weekly
W22,1634,4840.00,4/20/2031,Macro,1,13,Weekly
W8,1634,2870.00,4/20/2031,Other,1,13,Weekly
W34,1634,898.00,4/20/2031,Macro,1,13,Weekly
W6,1634,568.00,4/20/2031,Other,1,13,Weekly
W19,1634,5583.00,4/20/2031,Macro,1,13,Weekly
W20,1634,2427.00,4/20/2031,Macro,1,13,Weekly
W21,1634,2187.00,4/20/2031,Macro,1,13,Weekly
W23,1634,779.40,4/20/2031,Macro,1,13,Weekly
W24,1634,5319.00,4/20/2031,Macro,1,13,Weekly
W25,1634,1443.00,4/20/2031,Macro,1,13,Weekly
W26,1634,3192.00,4/20/2031,Macro,1,13,Weekly
W27,1634,2033.00,4/20/2031,Macro,1,13,Weekly
W28,1634,3418.00,4/20/2031,Macro,1,13,Weekly
W29,1634,1075.00,4/20/2031,Macro,1,13,Weekly
W30,1634,3048.00,4/20/2031,Macro,1,13,Weekly
W31,1634,907.00,4/20/2031,Macro,1,13,Weekly
W49,1634,2135.46,4/20/2031,Macro,1,13,Weekly
W50,1634,2139.93,4/20/2031,Macro,1,13,Weekly
W46,1634,1925.06,4/20/2031,Macro,1,13,Weekly
W41,1634,3299.00,4/20/2031,Macro,1,13,Weekly
W42,1634,3413.00,4/20/2031,Macro,1,13,Weekly
W43,1634,3356.00,4/20/2031,Macro,1,13,Weekly
W45,1634,1962.84,4/20/2031,Macro,1,13,Weekly
W47,1634,1953.98,4/20/2031,Macro,1,13,Weekly
W48,1634,1917.38,4/20/2031,Macro,1,13,Weekly
W39,1634,3327.00,4/20/2031,Macro,1,13,Weekly
W40,1634,3321.00,4/20/2031,Macro,1,13,Weekly
W44,1634,3315.00,4/20/2031,Macro,1,13,Weekly
W1,1635,4930.96,4/27/2031,Other,1,13,Weekly
W4,1635,2610.89,4/27/2031,Other,1,13,Weekly
W2,1635,492.29,4/27/2031,Other,1,13,Weekly
W3,1635,3082.40,4/27/2031,Other,1,13,Weekly
W5,1635,3135.00,4/27/2031,Other,1,13,Weekly
W7,1635,3848.00,4/27/2031,Other,1,13,Weekly
W9,1635,8185.00,4/27/2031,Other,1,13,Weekly
W32,1635,6705.00,4/27/2031,Macro,1,13,Weekly
W33,1635,1701.90,4/27/2031,Macro,1,13,Weekly
W35,1635,1388.00,4/27/2031,Macro,1,13,Weekly
W22,1635,4940.00,4/27/2031,Macro,1,13,Weekly
W8,1635,2980.00,4/27/2031,Other,1,13,Weekly
W34,1635,1196.00,4/27/2031,Macro,1,13,Weekly
W6,1635,443.00,4/27/2031,Other,1,13,Weekly
W19,1635,4646.00,4/27/2031,Macro,1,13,Weekly
W20,1635,2433.00,4/27/2031,Macro,1,13,Weekly
W21,1635,2155.00,4/27/2031,Macro,1,13,Weekly
W23,1635,809.50,4/27/2031,Macro,1,13,Weekly
W24,1635,5400.00,4/27/2031,Macro,1,13,Weekly
W25,1635,1590.00,4/27/2031,Macro,1,13,Weekly
W26,1635,3286.00,4/27/2031,Macro,1,13,Weekly
W27,1635,1386.00,4/27/2031,Macro,1,13,Weekly
W28,1635,3454.00,4/27/2031,Macro,1,13,Weekly
W29,1635,1060.00,4/27/2031,Macro,1,13,Weekly
W30,1635,3284.00,4/27/2031,Macro,1,13,Weekly
W31,1635,859.00,4/27/2031,Macro,1,13,Weekly
W49,1635,2127.72,4/27/2031,Macro,1,13,Weekly
W50,1635,2132.88,4/27/2031,Macro,1,13,Weekly
